
HORA INICIO DE MEDICION  Wed Dec 22 09:58:42 2021

HORA FIN DE MEDICION Wed Dec 22 10:02:02 2021
 

Parametros del experimento: 
Usuarios: 150; Tpo. Reflex (seg); 2.000000; IP servidor: 192.168.203.235; Transitorio (seg): 0; Medicion (seg): 200 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
43;6;1968.118408;25786.919922;27784.841797
43;7;1786.693359;29758.587891;31503.841797
43;8;734.202026;33290.804688;34720.429688
43;9;161.703583;35462.476563;36929.886719
43;10;587.875000;37096.453125;38733.917969
43;11;26.914522;39323.105469;40745.281250
43;12;222.167664;40780.015625;42320.796875
43;13;1450.739014;42546.703125;44617.863281
43;14;883.618042;46081.941406;47875.710938
43;15;2538.481201;48763.273438;50499.554688
43;16;345.532410;53037.785156;54740.359375
43;17;491.004547;55092.097656;56874.417969
43;18;1575.316162;57370.750000;59235.414063
43;19;1999.718872;60816.378906;62361.875000
43;20;4954.187988;64364.882813;65809.718750
43;21;2232.197754;70778.718750;72119.875000
43;22;862.650635;74360.390625;75951.085938
43;23;2150.770020;76820.335938;78289.890625
43;24;2125.878418;80444.929688;81827.781250
43;25;1645.776733;83954.164063;85607.984375
43;26;2350.211914;87258.250000;89260.554688
43;27;2175.431396;91619.132813;93439.367188
43;28;1113.578491;95627.546875;97045.273438
43;29;693.645142;98164.851563;99987.820313
43;30;286.558502;100691.859375;102669.000000
43;31;119.338974;102955.859375;104676.757813
43;32;350.471771;104804.164063;106930.609375
43;33;175.049561;107282.953125;109053.921875
43;34;1555.025024;109237.234375;110911.789063
43;35;527.935547;112481.234375;114073.281250
43;36;593.369446;114606.460938;116801.960938
43;37;1524.053467;117395.507813;119029.234375
43;38;458.270966;120558.929688;122433.156250
43;39;1497.938110;122895.515625;124797.281250
43;40;1503.237427;126304.929688;128184.828125
43;41;403.159698;129697.460938;131614.468750
43;42;117.784546;132019.640625;134031.765625
43;43;8961.950195;134161.421875;135488.953125
43;44;3516.240723;144459.015625;147022.703125
43;45;25.801313;150541.828125;152195.531250
43;46;91.352066;152236.000000;153600.906250
43;47;1859.588745;153698.093750;155673.171875
43;48;444.350128;157542.500000;159246.453125
43;49;880.013367;159693.515625;161145.765625
43;50;635.694641;162026.140625;163848.437500
43;51;598.631897;164494.078125;166322.296875
43;52;4784.287598;166934.296875;169056.109375
43;53;413.640839;173843.109375;175577.187500
43;54;5.439639;176002.953125;177876.265625
43;55;209.521011;177894.218750;179155.078125
43;56;412.065094;179379.406250;181056.812500
43;57;614.171143;181471.328125;183256.156250
43;58;226.059326;183885.500000;185698.906250
43;59;1694.168457;185932.593750;187873.640625
43;60;66.841499;189579.046875;191455.765625
43;61;192.647812;191533.468750;193276.718750
43;62;122.061920;193476.109375;195698.890625
43;63;3210.470459;195836.203125;197607.406250
44;0;9050.118164;7.092927;3543.437256
44;1;5873.373535;12604.321289;14106.202148
44;2;1270.736938;19993.953125;21694.519531
44;3;2363.698486;22978.613281;25066.541016
44;4;437.501892;27430.285156;29496.208984
44;5;32.303894;29946.232422;31826.292969
44;6;1515.180054;31868.312500;33551.839844
44;7;2279.143066;35071.890625;36751.246094
44;8;3253.165771;39041.777344;40482.410156
44;9;616.662109;43742.765625;45947.566406
44;10;600.032227;46566.343750;47941.347656
44;11;24.194321;48544.464844;50220.652344
44;12;1122.545654;50248.496094;51805.613281
44;13;21.909838;52928.363281;54509.960938
44;14;2278.189697;54545.125000;56359.910156
44;15;420.934967;58639.511719;60537.199219
44;16;831.791138;60972.660156;62764.597656
44;17;2130.654785;63599.101563;64969.109375
44;18;1343.719482;67100.031250;68981.851563
44;19;4910.340820;70325.492188;71998.101563
44;20;1676.872070;76914.132813;78722.382813
44;21;446.256531;80411.695313;81826.289063
44;22;4454.548828;82274.460938;83995.476563
44;23;1176.660156;88461.593750;90709.265625
44;24;468.659760;91900.539063;93875.390625
44;25;505.490906;94343.585938;95956.328125
44;26;83.572678;96471.804688;98186.492188
44;27;349.163147;98274.234375;99907.437500
44;28;260.177399;100269.804688;102469.734375
44;29;2223.272949;102736.804688;104175.046875
44;30;85.610184;106400.703125;108120.234375
44;31;1065.068726;108205.445313;109709.265625
44;32;2660.721436;110777.000000;112323.976563
44;33;710.291626;114997.585938;117150.007813
44;34;14802.889648;117867.531250;120168.312500
44;35;636.030212;134978.859375;136216.984375
44;36;431.282623;136854.031250;138454.703125
44;37;245.977020;138889.953125;140714.250000
44;38;134.492203;140975.000000;142425.500000
44;39;579.784058;142571.546875;145087.750000
44;40;1613.515869;145667.203125;147617.703125
44;41;2192.347412;149242.187500;150915.312500
44;42;6572.962402;153111.968750;154714.906250
44;43;1877.142944;161291.734375;162879.718750
44;44;582.150696;164760.046875;166452.640625
44;45;1380.991089;167043.734375;168930.531250
44;46;6215.133301;170322.609375;172365.046875
44;47;769.760254;178582.406250;180291.734375
44;48;1679.979980;181074.375000;182990.109375
44;49;2200.401123;184682.421875;186382.125000
44;50;2585.283691;188591.296875;190323.578125
44;51;749.059570;192913.015625;194694.734375
44;52;675.167480;195445.500000;197010.468750
45;0;9033.288086;3.623135;2151.834961
45;1;1929.467651;11197.452148;11958.044922
45;2;5182.590332;13902.169922;15675.851563
45;3;6386.056152;20869.017578;23155.673828
45;4;4269.752441;29555.582031;31272.291016
45;5;4531.292969;35556.316406;36929.882813
45;6;1146.223267;41468.031250;42875.535156
45;7;2934.159912;44024.023438;45743.511719
45;8;711.859375;48685.152344;50572.617188
45;9;1206.451050;51296.003906;52645.144531
45;10;612.263611;53866.023438;55595.777344
45;11;21.477814;56210.257813;58235.218750
45;12;2804.024414;58264.472656;59800.984375
45;13;1410.179810;62608.035156;64400.511719
45;14;5.256043;65818.671875;67813.250000
45;15;2161.713135;67822.195313;69741.718750
45;16;1475.603027;71916.703125;73294.257813
45;17;195.405319;74782.359375;76601.625000
45;18;1136.072266;76804.710938;78601.125000
45;19;436.894165;79746.679688;81307.335938
45;20;494.987640;81757.617188;83229.539063
45;21;2600.682861;83735.367188;85647.156250
45;22;1138.119873;88258.390625;90334.578125
45;23;524.441650;91478.593750;93190.242188
45;24;2881.652588;93718.523438;95935.648438
45;25;4341.207520;98822.070313;100830.617188
45;26;990.682007;105180.289063;107182.132813
45;27;2142.556885;108174.179688;109520.484375
45;28;3396.992188;111667.773438;113000.554688
45;29;100.188309;116406.515625;118181.773438
45;30;6005.368164;118289.390625;120114.796875
45;31;2920.706055;126133.203125;128185.585938
45;32;743.475098;131112.843750;133048.375000
45;33;1443.314575;133801.437500;135269.890625
45;34;1225.960205;136713.328125;138397.765625
45;35;750.391479;139626.750000;141361.187500
45;36;281.352753;142115.718750;144262.921875
45;37;2396.199951;144552.750000;146395.562500
45;38;5189.118164;148804.609375;150111.828125
45;39;7475.766602;155312.375000;157661.703125
45;40;1730.376343;165150.781250;167069.343750
45;41;322.881134;168805.578125;170121.296875
45;42;4050.482178;170447.593750;172174.078125
45;43;520.003723;176237.250000;177974.921875
45;44;2263.182617;178503.640625;180411.453125
45;45;8337.333008;182681.593750;184511.718750
45;46;4017.908691;192850.531250;194567.734375
46;0;9016.598633;7.205849;3315.019043
46;1;687.524292;12338.650391;13650.448242
46;2;955.731079;14347.401367;16690.773438
46;3;508.636963;17647.814453;19445.576172
46;4;1673.768921;19962.595703;21694.355469
46;5;2995.711670;23370.673828;25224.130859
46;6;834.753967;28227.269531;30338.312500
46;7;3914.162109;31180.714844;33206.675781
46;8;3175.524414;37127.707031;38588.746094
46;9;2046.546875;41765.371094;43330.316406
46;10;624.570313;45386.324219;46935.179688
46;11;18.765112;47559.984375;49206.585938
46;12;162.961304;49232.058594;50952.289063
46;13;1.954199;51124.105469;52623.109375
46;14;787.236206;52630.976563;54049.691406
46;15;282.125702;54842.039063;56601.621094
46;16;2430.884033;56897.800781;58489.203125
46;17;1513.488281;60925.761719;62454.906250
46;18;947.970032;63974.253906;65785.882813
46;19;1301.388794;66740.640625;68443.492188
46;20;4093.967041;69759.898438;71299.093750
46;21;589.021973;75407.406250;76939.601563
46;22;7437.670410;77539.203125;79720.867188
46;23;33.482918;87164.539063;89155.593750
46;24;764.296570;89198.007813;90851.867188
46;25;1589.859863;91619.195313;93416.820313
46;26;2697.065186;95018.101563;97163.179688
46;27;335.906769;99863.656250;101480.875000
46;28;1435.166992;101829.335938;103686.578125
46;29;1112.939453;105133.414063;107106.367188
46;30;3915.026367;108221.062500;110000.960938
46;31;262.055298;113918.859375;115669.468750
46;32;4331.602051;115937.765625;118031.554688
46;33;2612.592773;122363.726563;124010.757813
46;34;4982.733887;126633.210938;128300.414063
46;35;871.596313;133285.718750;135330.296875
46;36;141.882828;136213.187500;137452.921875
46;37;658.979309;137604.078125;140036.296875
46;38;3079.608643;140709.312500;142307.687500
46;39;2412.651123;145401.640625;146986.515625
46;40;1854.337036;149414.093750;150972.890625
46;41;2001.212646;152830.406250;154375.828125
46;42;2969.407715;156379.421875;158265.484375
46;43;3782.494385;161244.890625;163066.562500
46;44;215.970261;166856.125000;168909.031250
46;45;1271.082520;169133.812500;170604.015625
46;46;2996.530518;171889.312500;173518.421875
46;47;2754.300537;176518.578125;177975.406250
46;48;731.736511;180729.625000;182307.375000
46;49;683.912292;183041.015625;184567.921875
46;50;1998.392212;185260.625000;187297.343750
46;51;1088.808350;189296.078125;191093.859375
46;52;86.629837;192189.843750;193599.296875
46;53;1104.333008;193694.906250;195720.937500
46;54;1025.235229;196830.875000;198573.765625
47;0;8994.559570;3.804067;3658.198242
47;1;6587.710449;12666.857422;14067.344727
47;2;3600.498291;20665.908203;22564.291016
47;3;1347.547363;26177.693359;28129.843750
47;4;581.171082;29477.369141;30892.470703
47;5;2137.396484;31477.617188;33506.617188
47;6;565.399292;35650.046875;36929.152344
47;7;5915.235352;37502.757813;39484.191406
47;8;689.763489;45401.949219;46932.687500
47;9;3522.980225;47622.492188;49929.800781
47;10;636.953308;53459.750000;55203.160156
47;11;16.055964;55850.378906;57687.675781
47;12;1030.439453;57717.074219;59564.867188
47;13;1370.547852;60597.601563;62345.453125
47;14;2089.112793;63724.246094;65537.218750
47;15;1844.949097;67634.710938;69411.601563
47;16;4325.754883;71257.195313;72818.953125
47;17;6917.785156;77148.523438;79139.195313
47;18;776.048401;86070.281250;87688.867188
47;19;2857.562012;88477.164063;90709.921875
47;20;1478.413208;93577.914063;95444.546875
47;21;3052.747559;96924.976563;98448.523438
47;22;1457.558472;101512.000000;103042.367188
47;23;3244.491699;104507.265625;107225.484375
47;24;4111.057129;110480.101563;112324.960938
47;25;473.681122;116437.812500;118181.023438
47;26;188.753479;118664.476563;120272.164063
47;27;2110.038818;120465.125000;122188.945313
47;28;464.112823;124304.609375;125882.851563
47;29;3265.935303;126351.812500;128184.835938
47;30;2915.192383;131456.609375;133147.640625
47;31;1299.283936;136072.640625;137368.406250
47;32;1233.070923;138671.140625;140786.968750
47;33;5775.684082;142021.906250;144073.828125
47;34;943.562866;149854.359375;151417.375000
47;35;1000.723816;152360.953125;153707.234375
47;36;11.569401;154718.500000;156530.656250
47;37;3978.705078;156551.312500;158326.812500
47;38;2075.971680;162307.406250;163915.062500
47;39;1107.516357;165995.406250;167721.562500
47;40;1986.491333;168836.859375;170523.093750
47;41;245.631912;172514.343750;174332.218750
47;42;2271.527100;174580.875000;176156.312500
47;43;1266.938110;178441.171875;180291.750000
47;44;1498.583618;181565.062500;183736.828125
47;45;6256.514160;185245.000000;186958.968750
47;46;2323.508301;193226.046875;195107.218750
47;47;1239.072510;197443.875000;199068.250000
48;0;8978.188477;7.256215;3159.299072
48;1;2015.039429;12151.105469;13162.049805
48;2;683.740417;15191.238281;16944.634766
48;3;2820.210693;17632.060547;19473.031250
48;4;5542.188965;22306.687500;24100.292969
48;5;1538.754639;29649.296875;31346.650391
48;6;327.980530;32900.125000;34594.992188
48;7;76.203827;34931.218750;36256.453125
48;8;3100.497314;36343.734375;38045.066406
48;9;31.869743;41155.527344;42735.214844
48;10;649.328857;42781.136719;44310.820313
48;11;13.350481;44964.261719;46362.750000
48;12;2596.654297;46378.890625;48434.707031
48;13;9440.846680;51046.058594;52623.335938
48;14;7073.027344;62072.687500;63599.851563
48;15;152.328491;70685.031250;72120.085938
48;16;137.759033;72276.085938;73949.968750
48;17;1042.532837;74092.945313;75596.695313
48;18;617.825500;76648.437500;78157.656250
48;19;86.821060;78789.929688;80693.203125
48;20;382.582764;80788.796875;82097.195313
48;21;742.767029;82493.148438;83859.093750
48;22;122.191681;84616.007813;86408.929688
48;23;1775.836182;86539.460938;87772.054688
48;24;1111.342773;89560.507813;91515.781250
48;25;4133.591309;92635.015625;94600.648438
48;26;1158.930786;98743.929688;101460.015625
48;27;322.737701;102627.343750;104086.453125
48;28;4648.795410;104413.500000;106854.742188
48;29;403.085022;111511.468750;113027.515625
48;30;2251.671631;113434.460938;114730.648438
48;31;3576.268555;116989.203125;118962.468750
48;32;71.327415;122551.734375;124463.554688
48;33;347.274414;124539.007813;125904.148438
48;34;3604.194824;126258.085938;127963.281250
48;35;1138.659058;131581.640625;133771.859375
48;36;5731.249512;134916.281250;136216.515625
48;37;1180.070679;141959.484375;144073.781250
48;38;1410.673950;145260.500000;146939.765625
48;39;324.388153;148351.468750;150036.187500
48;40;2128.176758;150369.984375;151783.890625
48;41;1826.912964;153916.890625;155775.046875
48;42;1755.177856;157605.062500;159308.796875
48;43;187.278366;161072.937500;162614.531250
48;44;6083.072266;162815.671875;164521.421875
48;45;1166.900391;170606.390625;172371.562500
48;46;1820.987549;173546.234375;175245.984375
48;47;386.947876;177081.093750;178608.593750
48;48;91.160416;179004.359375;180669.796875
48;49;4862.568848;180776.500000;182445.015625
48;50;1545.088257;187309.968750;189285.656250
48;51;1498.325439;190845.343750;192527.375000
48;52;3202.281738;194038.703125;195744.359375
49;0;8961.950195;3.825882;2124.921631
49;1;732.968933;11088.111328;11560.673828
49;2;2728.341553;12307.369141;13589.865234
49;3;43.438385;16332.657227;18164.470703
49;4;1949.104126;18210.333984;19571.921875
49;5;1078.734131;21525.335938;23212.093750
49;6;115.843353;24301.251953;25789.859375
49;7;270.981720;25912.056641;27816.058594
49;8;667.909058;28086.599609;29532.212891
49;9;454.896545;30211.927734;32209.642578
49;10;661.866455;32665.207031;34194.421875
49;11;10.648774;34863.136719;36258.730469
49;12;105.457352;36281.226563;37900.601563
49;13;1331.567383;38018.421875;39499.503906
49;14;695.199768;40842.535156;42385.753906
49;15;1571.562744;43093.683594;45241.066406
49;16;570.426208;46816.390625;48027.414063
49;17;3714.879883;48606.972656;50579.417969
49;18;471.130157;54303.976563;56496.996094
49;19;784.794739;56975.953125;58538.839844
49;20;3494.756104;59327.503906;60992.765625
49;21;3637.777832;64489.894531;66389.304688
49;22;1837.898682;70041.218750;71686.656250
49;23;938.091675;73530.390625;75261.906250
49;24;7893.413574;76204.375000;78100.617188
49;25;1535.463745;86007.789063;87689.046875
49;26;3116.670898;89229.226563;90852.054688
49;27;2078.213379;93968.554688;95478.210938
49;28;1818.561768;97571.023438;99319.257813
49;29;1643.970825;101152.414063;102591.726563
49;30;1754.297363;104241.609375;106311.421875
49;31;415.668457;108079.945313;109514.750000
49;32;1882.768066;109940.421875;111527.101563
49;33;938.384338;113418.828125;114730.437500
49;34;696.150635;115669.460938;117669.539063
49;35;1286.816895;118367.570313;120168.593750
49;36;4245.640137;121457.414063;123277.992188
49;37;57.083008;127524.351563;129183.687500
49;38;912.402466;129244.242188;130741.617188
49;39;4147.137207;131659.734375;133873.609375
49;40;2280.479248;138026.031250;139692.062500
49;41;171.322296;141975.093750;143819.421875
